0.000000000000000000e+00,5.000000000000000000e-01,6.015625000000000000e-01,7.031250000000000000e-01,8.046875000000000000e-01,9.062500000000000000e-01,1.007812500000000000e+00,1.109375000000000000e+00,1.210937500000000000e+00,1.312500000000000000e+00,1.414062500000000000e+00,1.515625000000000000e+00,1.617187500000000000e+00,1.718750000000000000e+00,1.820312500000000000e+00,1.921875000000000000e+00,2.023437500000000000e+00,2.125000000000000000e+00,2.226562500000000000e+00,2.328125000000000000e+00,2.429687500000000000e+00,2.531250000000000000e+00,2.632812500000000000e+00,2.734375000000000000e+00,2.835937500000000000e+00,2.937500000000000000e+00,3.039062500000000000e+00,3.140625000000000000e+00,3.242187500000000000e+00,3.343750000000000000e+00,3.445312500000000000e+00,3.546875000000000000e+00,3.648437500000000000e+00,3.750000000000000000e+00,3.851562500000000000e+00,3.953125000000000000e+00,4.054687500000000000e+00,4.156250000000000000e+00,4.257812500000000000e+00,4.359375000000000000e+00,4.460937500000000000e+00,4.562500000000000000e+00,4.664062500000000000e+00,4.765625000000000000e+00,4.867187500000000000e+00,4.968750000000000000e+00,5.070312500000000000e+00,5.171875000000000000e+00,5.273437500000000000e+00,5.375000000000000000e+00,5.476562500000000000e+00,5.578125000000000000e+00,5.679687500000000000e+00,5.781250000000000000e+00,5.882812500000000000e+00,5.984375000000000000e+00,6.085937500000000000e+00,6.187500000000000000e+00,6.289062500000000000e+00,6.390625000000000000e+00,6.492187500000000000e+00,6.593750000000000000e+00,6.695312500000000000e+00,6.796875000000000000e+00,6.898437500000000000e+00,7.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.333333333333333547e-03,2.701973702421991107e-03,3.903104590568350421e-03,5.319356919451226004e-03,6.947569892765445565e-03,8.784138239867922762e-03,1.082503168242891778e-02,1.306581674992634591e-02,1.550168049668609709e-02,1.812745505753988323e-02,2.093764445110753505e-02,2.392645186588262737e-02,2.708780823811558422e-02,3.041540103958864996e-02,3.390270476406132688e-02,3.754300577948404410e-02,4.132944066827260593e-02,4.525501645132956607e-02,4.931264369643403866e-02,5.349516369049785863e-02,5.779537541915816951e-02,6.220606131053391802e-02,6.672001293060854377e-02,7.133005375293735573e-02,7.602906365714594272e-02,8.080999452987683296e-02,8.566589888673714626e-02,9.058993903351995891e-02,9.557540743692093110e-02,1.006157412964725079e-01,1.057045373732247578e-01,1.108355595923897763e-01,1.160027554482402218e-01,1.212002597058101372e-01,1.264224040131157745e-01,1.316637336531844282e-01,1.369189190680350221e-01,1.421830639537821073e-01,1.474512108582343162e-01,1.527187796146942389e-01,1.579813698728867177e-01,1.632348057640425898e-01,1.684751001164608575e-01,1.736985325397892022e-01,1.789014726261838051e-01,1.840806557189687831e-01,1.892329092907823751e-01,1.943553011885497950e-01,1.994450713252992335e-01,2.044996627311990722e-01,2.095166877331308408e-01,2.144939296188300704e-01,2.194294337003827866e-01,2.243211855104629560e-01,2.291676077018654223e-01,2.339670785155991140e-01,2.387181899764871662e-01,2.434196720005903647e-01,2.480703875252208701e-01,2.526693137822102475e-01,2.572155587779782482e-01,2.617083422830235317e-01,2.661470030753726457e-01,2.705309645742555724e-01,2.748597524895182165e-01,2.791330004618396976e-01
6.666666666666667095e-03,5.404004841430239299e-03,7.806290494355467603e-03,1.063882200895952847e-02,1.389527707465921559e-02,1.756844417474658776e-02,2.165026196018952215e-02,2.613186246179712360e-02,3.100361773563840503e-02,3.625519060794025333e-02,4.187558644863828561e-02,4.785320921874087335e-02,5.417591631784896000e-02,6.083107784322100420e-02,6.780563548622560444e-02,7.508615956776133749e-02,8.265890869462082235e-02,9.050988754616283438e-02,9.862490413330082806e-02,1.069896200556855748e-01,1.155896266113134591e-01,1.244104632389587128e-01,1.334376824262060723e-01,1.426569090205634938e-01,1.520538652925901291e-01,1.616144367744062893e-01,1.713246742770836994e-01,1.811708688911511378e-01,1.911395607251824003e-01,2.012175741111567329e-01,2.113920621268991495e-01,2.216504857772524650e-01,2.319807004588033683e-01,2.423708824432387887e-01,2.528097065495074069e-01,2.632861159553357422e-01,2.737895447456076270e-01,2.843098659404596495e-01,2.948373247662938179e-01,3.053626341507876263e-01,3.158769377388076505e-01,3.263717980244234540e-01,3.368391987364688367e-01,3.472715877428208531e-01,3.576617961166192461e-01,3.680030917884909436e-01,3.782891337701463907e-01,3.885139978897125812e-01,3.986721212684112281e-01,4.087583007549027703e-01,4.187678334358536647e-01,4.286961953857157948e-01,4.385393433896867532e-01,4.482934191696706927e-01,4.579550802132277276e-01,4.675211666939743660e-01,4.769887949384135073e-01,4.863554240216035884e-01,4.956187434788478230e-01,5.047768254901126017e-01,5.138277033569240704e-01,5.227700219133211146e-01,5.316023447365151311e-01,5.403235090502168658e-01,5.489326726073165963e-01,5.574290601284331848e-01
1.000000000000000021e-02,8.106150858613818400e-03,1.170963903224914344e-02,1.595850341488282489e-02,2.084325876927254836e-02,2.635308576707083225e-02,3.247588980486823540e-02,3.919836582744743586e-02,4.650606855724993827e-02,5.438348706945386052e-02,6.281412391993493327e-02,7.178057666901857536e-02,8.126462313186456898e-02,9.124730651658717606e-02,1.017090225083802923e-01,1.126296092865202159e-01,1.239884308321971829e-01,1.357644672648602169e-01,1.479363972152512030e-01,1.604826811746816184e-01,1.733816420182953677e-01,1.866115438796161485e-01,2.001506314607077452e-01,2.139773606703082032e-01,2.280701512356500260e-01,2.424077612376510649e-01,2.569691850457611060e-01,2.717337639398950677e-01,2.866811853521299969e-01,3.017915768019727718e-01,3.170454876229056307e-01,3.324241221983783023e-01,3.479089841593411836e-01,3.634822646810246249e-01,3.791267295007967331e-01,3.948257550251269010e-01,4.105633027402690871e-01,4.263240017264258164e-01,4.420930776258653605e-01,4.578564572097267305e-01,4.736006642519754450e-01,4.893129127903657061e-01,5.049810395678731023e-01,5.205935351516419729e-01,5.361395462236777654e-01,5.516087775021436546e-01,5.669916377875958702e-01,5.822791068446118157e-01,5.974627264185804476e-01,6.125346422291975124e-01,6.274876235423600956e-01,6.423148079503496755e-01,6.570100965879137611e-01,6.715676964306663832e-01,6.859824071446207761e-01,7.002494810606252340e-01,7.143646251634907518e-01,7.283239843850471962e-01,7.421240879006580915e-01,7.557619473451961944e-01,7.692348184717755499e-01,7.825404955622954351e-01,7.956768795485515966e-01,8.086423933347417492e-01,8.214357454669246605e-01,8.340558256002859050e-01
1.333333333333333419e-02,1.080846920434294471e-02,1.561323153151001480e-02,2.127850934797237067e-02,2.779165233655074216e-02,3.513823079860095566e-02,4.330211392220495448e-02,5.226555601562106468e-02,6.200928962682130535e-02,7.251262525579152407e-02,8.375355426066566356e-02,9.570886046240693890e-02,1.083542309819019722e-01,1.216643615121251326e-01,1.356130918985516687e-01,1.501735012975792538e-01,1.653180334122439366e-01,1.810186090732809339e-01,1.972467371912763612e-01,2.139736257260663188e-01,2.311702861711281420e-01,2.488076363321308493e-01,2.668565997196490347e-01,2.852881961900358698e-01,3.040736337940665446e-01,3.231843878397588354e-01,3.425922856878791389e-01,3.622695683168263292e-01,3.821889858973300247e-01,4.023237587511038216e-01,4.226478228611518229e-01,4.431356883810250169e-01,4.637626636874394026e-01,4.845045059290689626e-01,5.053381358558869385e-01,5.262410271372145454e-01,5.471915210180253730e-01,5.681688074932331745e-01,5.891529223498487289e-01,6.101247666610567499e-01,6.310661504801891031e-01,6.519596649864588533e-01,6.727888564703229379e-01,6.935380877062764515e-01,7.141926223398226137e-01,7.347385411599340888e-01,7.551627566891673249e-01,7.754530866215415541e-01,7.955979767020548987e-01,8.155867738945149492e-01,8.354096727904339881e-01,8.550574911725151717e-01,8.745217947391794588e-01,8.937948765724746947e-01,9.128696707025056867e-01,9.317397791053216860e-01,9.503994527865339270e-01,9.688435004803386263e-01,9.870673224046031535e-01,1.005066903057110661e+00,1.022838671825637702e+00,1.040379599127642329e+00,1.057687231960218188e+00,1.074759300194480627e+00,1.091594271023705209e+00,1.108190831032081825e+00
1.666666666666666644e-02,1.351101734437036225e-02,1.951714935471913354e-02,2.659894803153615983e-02,3.474059508465464352e-02,4.392404708439628241e-02,5.412913317401917696e-02,6.533366188352421333e-02,7.751353787705622667e-02,9.064288475076975882e-02,1.046941751956239758e-01,1.196383651899999845e-01,1.354450328545319937e-01,1.520825192007571325e-01,1.695180709311976397e-01,1.877179831167225532e-01,2.066477417420259921e-01,2.262721652635706626e-01,2.465555368997423558e-01,2.674617497836354607e-01,2.889544304721804457e-01,3.109970745471019593e-01,3.335531298594303640e-01,3.565861997953252427e-01,3.800600187721089318e-01,4.039387096501363406e-01,4.281867670722631636e-01,4.527691756164139991e-01,4.776515294619688712e-01,5.028000352501720283e-01,5.281817332299294510e-01,5.537643298358162491e-01,5.795164557219869561e-01,6.054076227378714092e-01,6.314083446640107455e-01,6.574900202737868904e-01,6.836251521897211969e-01,7.097872021771138851e-01,7.359508163874849407e-01,7.620916119836419478e-01,7.881863383653827659e-01,8.142128580687925110e-01,8.401501301320445370e-01,8.659782232207113850e-01,8.916781883188944491e-01,9.172323096029297851e-01,9.426239018474061870e-01,9.678372680744274925e-01,9.928578477275437075e-01,1.017671911054326639e+00,1.042266967553101109e+00,1.066631333943456994e+00,1.090754242974043109e+00,1.114625963930492070e+00,1.138237491330750473e+00,1.161580870139258259e+00,1.184648721154596629e+00,1.207434608252279107e+00,1.229932809729538778e+00,1.252138316524607164e+00,1.274046829038372852e+00,1.295654650680339692e+00,1.316958752614082906e+00,1.337956675275961738e+00,1.358646512473024259e+00,1.379026864244986106e+00
2.000000000000000042e-02,1.621385276319234695e-02,2.342147387196130345e-02,3.191992764546271177e-02,4.169022434255386517e-02,5.271070566671345187e-02,6.495714631697514785e-02,7.840291244336657084e-02,9.301907004394144307e-02,1.087745466999772703e-01,1.256362843026024301e-01,1.435693971755702680e-01,1.625373339631482061e-01,1.825020540372239986e-01,2.034241856711230534e-01,2.252632002884018825e-01,2.479775691360642520e-01,2.715249813904076492e-01,2.958624089651927247e-01,3.209463379100372937e-01,3.467329390363253494e-01,3.731781523623241004e-01,4.002378894405578258e-01,4.278680888970285978e-01,4.560249821746428789e-01,4.846650873021961514e-01,5.137453845245654183e-01,5.432234425914282960e-01,5.730574057355405371e-01,6.032062882915846247e-01,6.336298962523083667e-01,6.642889544989314388e-01,6.951451920368332260e-01,7.261613869901371032e-01,7.573014650143478077e-01,7.885304537630277721e-01,8.198146614185559677e-01,8.511216048543737145e-01,8.824200899782540519e-01,9.136802202168393672e-01,9.448734202650934666e-01,9.759724353536399777e-01,1.006951377755211263e+00,1.037785706140650355e+00,1.068452154642260510e+00,1.098928883807769319e+00,1.129195292241276904e+00,1.159232135093704485e+00,1.189021416006551091e+00,1.218546474196592788e+00,1.247791814887599715e+00,1.276743050599613793e+00,1.305387221150763555e+00,1.333712418240349917e+00,1.361707719533877592e+00,1.389363402625332089e+00,1.416670707502222015e+00,1.443621901436934918e+00,1.470210231185934191e+00,1.496429777153226892e+00,1.522275572885210426e+00,1.547743444023731874e+00,1.572830004731569087e+00,1.597532595065109140e+00,1.621849350181050919e+00,1.645778946684961941e+00
2.333333333333333440e-02,1.891703296849487140e-02,2.732628649797408035e-02,3.724155656242637141e-02,4.864067766062613735e-02,6.149836540150068614e-02,7.578635236849502743e-02,9.147353679132957938e-02,1.085261434227207111e-01,1.269078922441036761e-01,1.465801793166518485e-01,1.675022581005396749e-01,1.896314316714876047e-01,2.129232408415261679e-01,2.373316609944452760e-01,2.628092947778022936e-01,2.893075711525467386e-01,3.167769088852698256e-01,3.451669413376247109e-01,3.744266744782124290e-01,4.045046639392211318e-01,4.353491995553813165e-01,4.669084416665728599e-01,4.991306260606358514e-01,5.319641740939298202e-01,5.653578272035717500e-01,5.992608374997684395e-01,6.336230660381970692e-01,6.683950243899290378e-01,7.035281585426210738e-01,7.389747948311311543e-01,7.746883086985395517e-01,8.106232063172960078e-01,8.467351610011164542e-01,8.829812307566421437e-01,9.193195540551334366e-01,9.557100201903069303e-01,9.921137432436036852e-01,1.028493354952634053e+00,1.064813083606702460e+00,1.101038591616408491e+00,1.137137269999020317e+00,1.173078031607647453e+00,1.208831212802719435e+00,1.244369302097505514e+00,1.279665724240983238e+00,1.314695894615867777e+00,1.349436748394280183e+00,1.383866718362286363e+00,1.417965890791423211e+00,1.451715682266099927e+00,1.485099265054613760e+00,1.518101015983055913e+00,1.550706866218802604e+00,1.582904070222239667e+00,1.614681175187358875e+00,1.646028110818388512e+00,1.676935960826103411e+00,1.707397021234837275e+00,1.737404675528477771e+00,1.766953487969216585e+00,1.796038970719120886e+00,1.824657648595598092e+00,1.852806983561828158e+00,1.880485272969161237e+00,1.907691659053039945e+00
2.666666666666666838e-02,2.162061549954730558e-02,3.123166868255458639e-02,4.256394307049956444e-02,5.559209238988468971e-02,7.028720342697095114e-02,8.661695029123511747e-02,1.045457640875181726e-01,1.240350143698262519e-01,1.450432010144218076e-01,1.675261575018244797e-01,1.914372566832089895e-01,2.167276250845396324e-01,2.433463531931260027e-01,2.712407242962259768e-01,3.003564118799907923e-01,3.306377307434047452e-01,3.620277544261608083e-01,3.944687517016681189e-01,4.279020286185905575e-01,4.622684490979740990e-01,4.975084856476370554e-01,5.335624140157312345e-01,5.703705015976235915e-01,6.078731785886497541e-01,6.460111883148220713e-01,6.847257567925252308e-01,7.239587297054278503e-01,7.636527101750935076e-01,8.037511997932651475e-01,8.441987035299353126e-01,8.849408622406703673e-01,9.259245441737523619e-01,9.670979584226611081e-01,1.008410729242640302e+00,1.049814013090935028e+00,1.091260490446822828e+00,1.132704581179596826e+00,1.174102330775953940e+00,1.215411569312836004e+00,1.256591959157845162e+00,1.297604984684156859e+00,1.338413991696975058e+00,1.378984199363370022e+00,1.419282883439941578e+00,1.459278873646736363e+00,1.498943288240583538e+00,1.538248939025037121e+00,1.577170649786623580e+00,1.615684925502040903e+00,1.653770287159464836e+00,1.691406901762472215e+00,1.728576964409432426e+00,1.765264068230362637e+00,1.801453685371562363e+00,1.837132875435679491e+00,1.872290257936409796e+00,1.906915967399357648e+00,1.941001610501385644e+00,1.974540158471560725e+00,2.007525933328705658e+00,2.039954497990514426e+00,2.071822630712900626e+00,2.103128249934991700e+00,2.133870332649748569e+00,2.164048815794719083e+00
